SA2_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,383,15,14,0,0,407,262,22,15,0,0,294,81,4,63,0,0,144,15,66,37,0,0,118,0,0,4,0,0,12,30,9,26,0,0,64,0,0,0,0,0,4,0,0,0,0,0,0,129,80,136,0,0,341,18,8,13,0,0,34,26,8,15,0,0,48,813,129,192,0,0,1129,353,23,8,0,0,386,271,16,15,0,0,305,66,12,64,0,0,140,9,30,40,0,0,78,0,0,0,0,0,4,27,15,23,0,5,63,0,4,0,0,0,13,0,0,0,0,0,0,103,60,131,0,5,297,12,14,0,0,4,29,33,28,35,0,0,95,778,143,187,0,7,1113,367,16,16,0,0,397,320,25,21,0,0,362,70,17,60,0,0,142,3,0,11,0,0,23,0,0,0,0,0,0,20,10,25,0,0,56,0,0,0,0,0,6,0,0,0,0,0,0,102,30,99,0,0,221,4,5
801061070,402,122,4,0,0,532,234,53,0,0,0,286,68,33,11,0,0,116,60,24,0,0,0,84,0,4,0,0,0,4,45,17,13,0,0,77,5,0,0,0,0,6,0,0,0,0,0,3,189,79,25,0,0,288,15,5,0,0,0,20,18,5,3,0,0,27,864,271,34,0,0,1165,397,145,7,0,0,541,189,68,16,0,0,278,56,40,32,0,0,134,39,27,0,0,0,60,0,9,0,0,0,9,27,20,11,0,0,56,6,0,0,0,0,3,0,0,0,0,0,0,127,96,46,0,0,269,14,13,0,0,0,22,39,33,0,0,0,73,762,346,70,0,5,1186,419,163,10,0,0,597,246,69,18,0,0,330,55,48,52,0,0,155,27,34,0,0,0,60,0,0,0,0,0,9,34,17,10,0,0,56,10,0,0,0,0,7,0,0,0,0,0,0,124,102,57,0,0,289,16,4
801061129,37,3,79,0,0,117,21,7,109,0,0,139,7,10,185,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,53,0,0,7,0,0,8,0,0,0,0,0,0,4,11,240,0,0,263,0,0,10,0,0,11,5,0,93,0,0,96,64,24,532,0,0,622,29,4,106,0,0,140,20,5,161,0,0,188,7,8,286,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,61,0,0,11,0,0,11,0,0,0,0,0,0,7,8,361,0,0,375,0,0,4,0,0,4,0,0,47,0,0,44,53,22,686,0,0,757,32,10,180,0,0,220,16,11,244,0,0,269,6,12,365,0,0,381,0,0,4,0,0,4,0,0,0,0,0,0,0,0,83,0,0,84,0,0,15,0,0,15,0,0,0,0,0,0,4,11,460,0,0,479,0,0
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0
801061131,15,40,164,0,0,219,18,34,247,0,0,297,17,33,593,0,0,644,44,5,14,0,0,59,0,0,0,0,0,0,3,12,179,0,0,193,0,0,11,0,0,11,0,0,3,0,0,3,58,57,793,0,0,912,0,4,13,0,0,18,9,10,112,0,0,129,103,135,1332,0,0,1570,8,66,265,0,0,333,12,49,483,0,0,541,6,44,915,0,0,954,36,9,11,0,0,57,0,0,7,0,0,3,4,13,222,0,0,244,0,0,18,0,0,20,0,0,0,0,0,0,47,62,1169,0,0,1283,0,3,21,0,0,26,6,9,178,0,0,193,75,192,2113,0,4,2383,14,64,512,0,0,593,24,73,936,0,0,1041,19,47,1286,0,0,1352,35,8,13,0,0,56,0,0,0,0,0,3,5,20,270,0,0,291,0,0,47,0,0,45,0,0,0,0,0,0,61,73,1615,0,0,1753,0,0
801071071,221,37,0,0,0,259,957,96,0,0,4,1059,85,40,0,0,0,128,61,12,0,0,0,77,0,5,0,0,0,0,70,17,0,0,6,85,8,5,0,0,0,16,0,0,0,0,0,0,230,75,0,0,6,308,9,0,0,0,0,9,76,15,0,0,0,97,1494,232,0,0,5,1728,246,56,18,0,0,321,834,148,14,0,0,1001,101,54,7,0,0,161,51,9,5,0,0,65,0,4,0,0,0,0,54,14,0,0,0,70,13,3,0,0,0,16,0,0,0,0,0,0,219,83,14,0,0,324,8,0,0,0,0,12,57,21,0,0,0,75,1368,308,49,0,0,1729,298,68,19,0,0,379,874,153,27,0,0,1059,88,38,12,0,0,138,56,14,6,0,0,77,3,6,0,0,0,6,51,20,6,0,0,75,12,9,0,0,0,21,0,0,0,0,0,3,212,84,24,0,0,316,7,0
801071072,233,91,0,0,0,323,394,150,22,0,0,564,61,133,19,0,0,211,32,47,30,0,0,106,0,0,0,0,0,0,44,60,25,0,0,122,16,4,3,0,0,26,0,0,0,0,0,5,149,244,75,0,0,468,11,0,0,0,0,6,20,8,3,0,0,36,805,493,100,0,0,1405,321,50,0,0,0,371,433,126,0,0,0,563,100,86,3,0,0,195,29,69,0,0,0,98,3,0,0,0,0,0,65,41,4,0,0,110,25,0,0,0,0,22,0,0,0,0,0,4,230,201,7,0,0,434,9,4,0,0,0,11,33,16,0,0,0,51,1026,398,9,0,0,1439,317,65,65,0,0,442,356,159,57,0,0,573,87,78,14,0,0,175,27,77,3,0,0,105,0,0,0,0,0,0,43,42,12,0,0,99,16,4,0,0,0,20,0,0,0,0,0,0,169,197,34,0,0,401,3,4
801071073,454,25,23,0,0,499,980,53,49,0,0,1083,118,32,20,0,0,170,27,24,3,0,0,51,0,0,0,0,0,0,117,15,19,0,0,153,11,5,0,0,0,10,4,0,0,0,0,4,275,75,42,0,0,385,13,0,6,0,0,25,37,3,4,0,0,48,1758,153,122,0,0,2035,485,40,0,0,0,527,925,71,0,0,0,994,132,54,0,0,0,189,27,26,0,0,0,53,0,3,0,0,0,3,85,26,0,0,0,110,8,0,0,0,0,8,0,0,0,0,0,0,259,106,0,0,0,363,13,3,0,0,0,15,90,15,0,0,0,104,1771,235,0,0,0,2004,543,42,18,0,0,601,986,74,25,0,0,1086,113,39,9,0,0,161,25,21,0,0,0,51,0,0,0,0,0,4,59,22,5,0,0,79,0,0,0,0,0,3,0,0,0,0,0,0,206,80,15,0,0,301,7,6
801071074,419,13,0,0,0,437,938,12,0,0,0,955,89,13,0,0,0,99,118,11,0,0,0,121,3,0,0,0,0,3,106,8,0,0,0,114,6,0,0,0,0,6,4,0,0,0,0,4,327,23,3,0,0,348,17,0,0,0,0,17,44,0,0,0,0,43,1745,48,3,0,0,1799,498,0,0,0,0,496,897,3,0,0,0,898,96,4,0,0,0,95,98,41,0,0,0,138,3,5,0,0,0,7,84,3,0,0,0,89,10,0,0,0,0,10,0,0,0,0,0,0,292,53,0,0,0,342,7,0,0,0,0,7,78,14,0,0,0,96,1770,73,3,0,3,1848,535,5,0,0,0,537,924,0,5,0,0,928,110,3,0,0,0,116,100,41,11,0,0,149,7,0,0,0,0,4,91,0,5,0,0,93,6,0,0,0,0,6,0,0,0,0,0,0,314,49,9,0,0,372,17,0
801071075,295,41,0,0,0,343,902,78,0,0,0,981,72,48,0,0,0,120,53,57,0,0,0,110,0,4,0,0,0,6,53,19,0,0,0,72,32,0,0,0,0,39,0,0,0,0,0,0,211,131,0,0,0,347,8,0,0,0,0,9,40,12,0,0,0,49,1466,260,4,0,3,1730,336,27,43,0,0,403,807,68,34,0,0,910,59,31,24,0,0,119,38,57,7,0,0,101,0,7,0,0,0,5,49,7,10,0,0,67,26,0,0,0,0,28,3,0,0,0,0,3,177,101,43,0,0,326,4,0,0,0,0,9,76,22,5,0,0,99,1393,216,128,0,4,1744,384,28,41,0,0,455,845,64,59,0,0,963,68,17,20,0,0,113,35,30,17,0,0,80,4,31,0,0,0,33,41,6,16,0,0,60,27,5,0,0,0,27,0,0,0,0,0,0,167,92,51,0,0,312,5,3
801071076,433,11,0,0,0,448,476,6,0,0,0,477,59,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,0,80,11,0,0,0,0,12,18,0,0,0,0,18,1009,26,0,0,0,1037,431,10,0,0,0,443,469,6,0,0,0,473,50,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,72,3,0,0,0,78,6,0,0,0,0,7,26,0,0,0,0,30,1008,23,0,0,0,1024,442,10,9,0,0,469,487,6,0,0,0,496,43,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,64,3,0,0,0,70,14,0
801071077,226,3,0,0,0,228,435,12,0,0,0,445,55,23,0,0,0,80,100,0,0,0,0,100,3,0,0,0,0,3,44,0,0,0,0,50,4,0,0,0,0,4,0,0,0,0,0,0,212,24,0,0,0,235,11,0,0,0,0,13,21,0,0,0,0,27,902,40,3,0,0,947,239,3,0,0,0,241,395,12,0,0,0,405,59,37,0,0,0,96,83,0,0,0,0,92,5,0,0,0,0,5,35,10,0,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,183,46,0,0,0,233,14,0,0,0,0,14,45,7,0,0,0,52,877,70,0,0,0,947,278,9,0,0,0,285,416,17,0,0,0,426,52,40,0,0,0,88,85,0,0,0,0,85,0,0,0,0,0,0,37,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,178,37,3,0,0,214,10,0
801071078,493,84,0,0,0,575,1293,155,0,0,0,1444,171,71,0,0,0,241,79,62,0,0,0,142,0,0,0,0,0,0,107,46,0,0,0,156,31,0,0,0,0,31,5,0,0,0,0,5,391,187,0,0,0,567,11,3,0,0,0,15,99,30,0,0,0,125,2279,451,0,0,0,2729,515,147,0,0,0,664,1070,276,0,0,0,1346,138,147,0,0,0,283,42,63,29,0,0,138,0,14,0,0,0,12,71,53,0,0,0,120,16,4,0,0,0,23,0,0,0,0,0,0,276,281,29,0,0,586,12,39,0,0,0,53,69,51,3,0,0,128,1939,792,39,0,0,2777,593,195,0,0,0,785,1109,355,3,0,0,1462,135,111,0,0,0,251,45,78,31,0,0,154,0,5,0,0,0,6,71,44,0,0,0,116,14,8,0,0,0,21,0,3,0,0,0,0,269,254,35,0,0,555,9,40
801071079,375,0,0,0,0,374,517,3,0,0,0,512,52,0,0,0,0,56,59,0,0,0,0,59,0,0,0,0,0,0,44,0,0,0,0,44,4,0,0,0,0,4,3,0,0,0,0,3,160,0,0,0,0,164,12,0,0,0,0,14,44,0,0,0,0,45,1108,6,5,0,0,1109,355,0,0,0,0,360,503,0,0,0,0,509,60,3,0,0,0,65,59,9,0,0,0,71,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,156,9,0,0,0,167,10,0,0,0,0,10,41,0,0,0,0,41,1066,14,0,0,0,1084,382,0,0,0,0,385,542,0,0,0,0,542,61,0,0,0,0,61,56,8,0,0,0,69,0,0,0,0,0,0,39,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,165,8,0,0,0,177,7,0
801071080,30,128,15,0,0,185,21,84,58,0,0,165,15,87,113,0,0,221,0,18,11,0,0,32,0,0,0,0,0,0,8,43,40,0,0,89,0,0,0,0,0,6,0,0,0,0,0,0,24,155,163,0,0,342,0,3,0,0,0,4,0,9,3,0,0,12,80,380,249,0,0,707,24,173,33,0,0,228,4,94,91,0,0,196,9,103,190,0,0,302,0,22,12,0,0,32,0,0,0,0,0,0,0,33,44,0,0,83,0,3,7,0,0,10,0,0,0,0,0,0,14,168,248,0,0,432,0,5,0,0,0,10,0,13,39,0,0,52,42,453,414,0,0,911,39,221,222,0,0,476,6,249,466,0,0,723,12,151,416,0,4,580,0,46,31,0,0,72,0,4,0,0,0,8,0,35,108,0,0,143,0,3,11,0,0,11,0,0,5,0,0,5,13,231,571,0,4,819,0,3
801071081,275,56,0,0,0,330,668,84,6,0,0,762,106,51,3,0,0,161,45,4,0,0,0,48,0,0,0,0,0,0,92,31,4,0,0,127,6,4,0,0,0,13,0,0,0,0,0,0,253,92,9,0,0,350,15,4,0,0,0,16,41,3,0,0,0,45,1238,244,18,0,0,1500,291,66,0,0,7,373,619,91,0,0,0,707,103,60,0,0,0,161,32,9,0,0,0,44,3,0,0,0,0,3,72,47,0,0,0,120,12,0,0,0,0,11,0,0,0,0,0,0,217,122,0,0,0,343,10,3,0,0,0,13,68,21,105,0,0,192,1203,307,105,0,15,1625,324,131,0,0,0,451,659,117,0,0,0,776,103,55,0,0,0,155,36,10,0,0,0,41,5,0,0,0,0,5,69,35,0,0,0,106,13,0,0,0,0,16,0,0,0,0,0,0,217,94,0,0,0,316,10,49
801071082,1822,109,0,0,0,1935,2182,157,18,0,0,2361,276,102,10,0,0,385,391,78,53,0,0,528,12,3,0,0,0,15,232,52,11,0,0,299,8,3,0,0,0,12,0,0,0,0,0,0,928,235,72,0,0,1235,41,8,0,0,0,53,118,28,6,0,0,154,5092,533,110,0,0,5737,1765,156,6,0,5,1928,1973,188,8,0,0,2173,259,117,8,0,0,384,320,81,57,0,0,469,10,0,0,0,0,13,183,66,9,0,0,256,10,0,0,0,0,14,0,0,0,0,0,0,788,271,75,3,0,1137,48,6,0,0,0,50,247,50,10,0,0,308,4825,669,100,3,4,5597,1890,208,7,0,0,2100,2135,249,13,0,0,2392,330,101,11,0,0,439,324,106,70,0,4,503,20,7,0,0,0,31,167,60,7,0,0,237,26,5,0,0,0,33,4,0,0,0,0,9,872,285,86,0,4,1246,38,40
801071083,181,0,0,0,0,181,250,0,0,0,0,250,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,11,0,0,0,0,11,474,0,0,0,0,474,178,7,0,0,0,186,221,3,0,0,0,225,24,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,0,42,0,0,0,0,0,0,23,0,0,0,0,23,471,14,0,0,0,486,195,12,0,0,0,209,228,0,0,0,0,226,21,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,48,6,0
801071084,558,111,7,0,0,681,714,78,13,0,0,807,107,70,4,0,0,188,34,13,0,0,0,41,3,15,0,0,0,14,82,26,3,0,0,112,16,0,0,0,0,16,3,0,0,0,0,3,240,124,12,0,0,377,12,79,0,0,0,88,36,27,0,0,0,57,1560,424,31,0,0,2010,603,125,0,0,0,738,677,65,0,0,0,744,129,56,0,0,0,190,38,4,0,0,0,35,0,0,0,0,0,9,76,25,0,0,0,100,16,3,0,0,0,19,0,0,0,0,0,0,256,94,0,0,0,351,20,90,0,0,0,113,58,56,0,0,0,121,1618,441,3,0,0,2063,703,65,0,0,0,771,716,84,0,0,0,807,134,44,0,0,0,185,57,25,26,0,0,103,5,0,0,0,0,6,77,32,0,0,0,108,3,0,0,0,0,3,0,0,0,0,0,0,284,99,29,0,0,410,112,11
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,158,19,0,0,0,175,230,15,0,0,0,245,43,16,0,0,0,62,70,0,0,0,0,76,0,0,0,0,0,0,16,3,0,0,0,23,3,4,0,0,0,3,0,0,0,0,0,0,137,30,0,0,0,165,7,0,0,0,0,12,12,3,0,0,0,12,545,63,0,0,0,607,181,9,0,0,0,196,221,14,0,0,0,241,44,12,0,0,0,51,69,3,0,0,0,71,0,0,0,0,0,0,15,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,133,21,0,0,0,148,3,0,0,0,0,7,19,3,0,0,0,19,561,48,0,0,0,609,197,11,0,0,0,202,242,19,0,0,0,258,36,13,0,0,0,48,56,4,0,0,0,56,6,0,0,0,0,6,26,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,123,20,0,0,0,142,3,0
801071087,232,5,0,0,0,241,535,13,5,0,0,548,45,6,5,0,0,57,146,0,0,0,0,146,9,0,0,0,0,9,54,0,0,0,0,60,3,0,0,0,0,3,0,0,0,0,0,0,259,8,3,0,0,273,8,0,0,0,0,8,46,0,0,0,0,50,1074,24,9,0,0,1111,247,7,0,0,0,253,498,18,0,0,0,515,60,9,0,0,0,75,132,5,0,0,0,137,0,0,0,0,0,0,47,7,0,0,0,56,5,0,0,0,0,5,0,0,0,0,0,0,254,18,0,0,0,269,6,0,0,0,0,6,44,6,0,0,0,50,1045,50,0,0,0,1092,277,11,0,0,0,289,506,17,0,0,0,520,75,6,0,0,0,77,128,3,0,0,0,134,3,0,0,0,0,3,60,6,0,0,0,61,3,3,0,0,0,5,0,0,0,0,0,0,275,17,0,0,0,289,6,0
801071088,275,17,0,0,0,286,735,15,5,0,0,763,88,10,0,0,0,98,66,10,9,0,0,83,0,0,0,0,0,0,60,5,0,0,0,66,8,0,0,0,0,8,0,0,0,0,0,0,222,20,13,0,0,254,8,0,0,0,0,7,51,0,0,0,0,56,1287,57,20,0,0,1361,301,6,0,0,0,311,693,27,0,0,0,724,79,11,0,0,0,94,62,11,0,0,0,79,0,0,0,0,0,0,58,3,0,0,0,59,5,0,0,0,0,5,0,0,0,0,0,0,208,32,0,0,0,238,4,0,0,0,0,4,48,0,0,0,0,47,1260,68,0,0,0,1329,332,9,0,0,0,342,706,23,0,0,0,734,71,13,0,0,0,86,64,17,0,0,0,81,0,0,0,0,0,0,57,3,0,0,0,62,5,0,0,0,0,5,0,0,0,0,0,0,203,37,0,0,0,238,4,0
801071089,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0
801071090,900,23,11,0,0,937,1145,29,7,0,0,1181,155,9,33,0,0,199,143,58,61,0,0,264,7,0,0,0,0,7,129,7,5,0,0,145,7,0,0,0,0,7,0,0,0,0,0,0,442,85,98,0,0,628,16,0,3,0,0,19,82,3,16,0,0,98,2583,142,132,0,0,2861,951,34,0,0,0,990,1070,42,0,0,0,1113,159,36,0,0,0,194,121,89,12,0,0,221,3,5,0,0,0,10,100,15,0,0,0,107,12,3,0,0,0,14,0,0,0,0,0,0,392,145,9,0,0,551,20,3,0,0,0,23,108,27,15,0,0,144,2541,256,23,0,6,2820,994,48,4,0,0,1047,1151,48,3,0,0,1204,177,39,6,0,0,229,117,107,3,0,0,230,8,0,0,0,0,12,118,15,0,0,0,130,8,0,0,0,0,9,0,0,0,0,0,0,430,169,15,0,0,616,24,4
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,442,16,0,0,0,459,369,3,0,0,0,377,41,3,0,0,0,46,0,15,0,0,0,15,0,0,0,0,0,0,22,7,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,70,22,5,0,0,97,8,0,0,0,0,10,11,8,0,0,0,14,894,48,6,0,0,954,422,14,11,0,0,446,353,8,0,0,0,355,44,8,0,0,0,51,0,25,0,0,0,26,0,0,0,0,0,0,18,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,61,36,3,0,0,103,8,0,0,0,0,7,17,5,0,0,0,27,852,65,16,0,6,936,460,21,9,0,0,498,384,14,0,0,0,405,37,9,3,0,0,49,6,25,15,0,0,43,0,0,0,0,0,3,10,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,61,39,17,0,0,112,6,0
801081092,409,21,4,0,0,443,447,29,8,0,0,485,60,17,15,0,0,88,58,12,9,0,0,80,0,0,0,0,0,0,35,9,3,0,0,51,10,0,0,0,0,10,0,0,0,0,0,0,166,32,30,0,0,224,7,0,0,0,0,8,29,0,0,0,0,28,1060,87,43,0,0,1195,394,23,0,0,0,418,416,19,15,0,0,452,64,16,14,0,0,91,62,19,4,0,0,82,0,0,0,0,0,0,35,3,5,0,0,40,13,0,3,0,0,12,0,0,0,0,0,0,166,41,24,0,0,229,11,0,0,0,0,11,43,11,9,0,0,60,1029,92,51,0,0,1176,420,21,7,0,0,449,465,37,16,0,0,522,70,7,22,0,0,98,52,25,0,0,0,82,0,0,0,0,0,3,27,8,0,0,0,38,9,0,4,0,0,18,0,0,0,0,0,0,168,36,22,0,0,233,9,3
