SA2_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
801081093,400,90,4,0,0,489,401,15,9,0,0,425,70,41,13,0,0,122,26,13,5,0,0,47,5,4,0,0,0,7,43,26,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,140,82,21,0,0,247,10,5,0,0,0,16,21,18,3,0,0,40,975,204,34,0,0,1214,364,86,0,0,0,450,392,15,4,0,0,416,64,17,22,0,0,101,25,22,0,0,0,40,0,0,0,0,0,4,44,10,10,0,0,65,4,0,0,0,0,8,0,0,0,0,0,0,143,42,30,0,0,213,12,3,0,0,0,12,41,16,5,0,0,65,949,164,49,0,0,1163,372,14,87,0,0,476,454,20,3,0,0,478,83,12,22,0,0,118,32,17,0,0,0,49,4,0,0,0,0,9,40,9,11,0,0,54,8,6,4,0,0,11,0,0,0,0,0,0,160,41,40,0,0,234,13,0
801081094,351,48,12,0,0,410,369,48,9,0,0,425,50,38,24,0,0,111,26,12,0,0,0,36,0,0,0,0,0,0,33,8,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,111,57,29,0,0,199,6,4,7,0,0,15,11,8,4,0,0,15,845,159,64,0,0,1069,317,71,8,4,0,403,313,51,16,8,0,384,52,35,29,0,0,125,22,9,3,0,0,32,0,0,0,0,0,5,23,9,7,0,0,44,4,0,0,0,0,6,0,0,0,0,0,0,103,54,44,0,0,202,3,6,0,0,0,11,23,13,4,0,0,42,766,190,71,16,0,1045,335,77,10,0,0,420,369,77,13,0,0,458,56,28,27,0,0,113,21,24,0,0,0,46,0,0,0,0,0,0,32,8,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,107,56,39,0,0,205,5,5
801081095,386,17,0,0,0,412,447,36,0,0,0,480,73,13,0,0,0,88,85,51,0,0,0,139,0,0,0,0,0,0,49,9,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,206,70,6,0,0,281,14,5,0,0,0,22,41,5,0,0,0,45,1094,128,15,0,0,1238,365,19,0,0,0,389,438,35,0,0,0,474,79,6,0,0,0,90,85,69,0,0,0,155,0,0,0,0,0,0,50,10,3,0,0,62,3,0,0,0,0,4,0,0,0,0,0,0,223,92,3,0,0,311,8,0,0,0,0,7,53,19,0,0,0,75,1091,160,9,0,0,1261,389,20,0,0,0,414,486,40,0,0,0,526,87,13,0,0,0,95,78,76,0,0,0,152,3,5,0,0,0,13,39,5,0,0,0,50,0,0,0,0,0,7,3,0,0,0,0,3,213,99,5,0,0,317,14,3
801081096,269,35,0,0,0,305,211,20,0,0,0,232,36,6,0,0,0,42,51,15,0,0,0,67,0,0,0,0,0,0,26,11,0,0,0,36,0,34,0,0,0,35,0,0,0,0,0,0,117,64,0,0,0,180,9,23,0,0,0,25,4,3,0,0,0,11,605,142,8,0,0,757,275,32,3,0,0,307,203,14,0,0,0,221,36,14,0,0,0,48,44,7,0,0,0,48,0,4,0,0,0,3,18,11,0,0,0,25,4,26,0,0,0,27,0,0,0,0,0,0,104,58,4,0,0,163,5,21,0,0,0,26,39,7,0,0,0,52,627,132,3,0,0,764,293,47,0,0,0,336,213,23,0,0,0,232,53,11,0,0,0,61,43,7,0,0,0,50,3,0,0,0,0,0,33,14,3,0,0,39,7,15,0,0,0,24,0,4,0,0,0,4,126,46,3,0,0,177,4,15
801081097,281,17,7,0,0,305,340,32,0,0,0,375,75,25,0,0,0,100,39,80,8,0,0,132,0,0,7,0,0,3,51,16,3,0,5,68,6,0,0,0,0,4,0,0,0,0,0,0,170,128,15,0,6,313,7,0,0,0,0,8,31,25,0,0,0,55,827,201,29,0,7,1061,284,29,0,0,0,309,338,42,3,0,0,384,67,31,14,0,0,112,37,84,0,0,0,117,0,0,0,0,0,6,32,13,5,0,0,44,6,0,0,0,0,0,0,0,0,0,0,4,141,125,22,0,0,291,5,3,0,0,0,10,34,21,0,0,0,65,805,213,25,0,0,1055,306,34,3,0,0,347,357,50,3,0,0,407,83,26,12,0,0,123,35,79,0,0,0,115,3,6,0,0,0,9,34,8,5,4,0,50,4,0,0,0,0,7,0,0,0,0,0,6,160,125,21,5,0,306,7,0
801081098,404,61,18,0,0,483,379,42,0,0,0,424,75,36,13,0,0,129,25,11,28,0,0,64,3,0,8,0,0,14,46,21,10,4,0,80,0,0,0,0,0,3,0,0,0,0,0,4,156,69,71,4,0,292,11,0,21,0,0,30,18,12,5,0,0,33,958,184,115,4,0,1263,391,70,0,0,6,460,418,47,0,0,0,477,81,50,7,0,0,140,32,37,0,0,0,77,0,0,0,0,0,0,32,21,3,0,0,57,34,6,0,0,0,34,0,0,0,0,0,0,178,113,7,0,0,303,16,7,0,0,0,22,48,19,0,0,0,68,1054,256,14,0,3,1328,433,88,12,0,0,534,472,83,3,0,0,557,83,68,12,0,0,163,40,31,0,0,0,69,0,4,13,0,0,17,22,31,4,0,0,58,36,6,3,0,0,45,3,0,0,0,0,3,183,137,35,0,0,349,13,3
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,269,12,34,0,0,318,241,16,43,0,0,299,84,14,89,0,0,192,47,5,8,0,0,60,5,0,0,0,0,5,65,5,33,0,0,98,0,5,0,0,0,9,0,0,0,0,0,0,204,28,123,0,0,363,10,0,0,0,0,4,21,0,11,0,0,35,748,58,216,0,0,1018,236,60,11,0,0,303,231,59,13,0,0,296,94,65,28,0,0,188,35,11,5,0,0,46,0,0,0,0,0,0,52,21,8,0,0,86,8,5,0,0,0,14,0,0,0,0,0,0,187,106,39,0,0,333,5,0,0,0,0,8,26,21,18,0,0,70,689,244,80,0,0,1010,265,66,10,0,0,344,254,91,20,0,0,373,100,82,19,0,0,202,37,6,4,0,0,48,0,0,0,0,0,5,46,20,8,0,0,76,8,5,0,0,0,11,3,0,0,0,0,3,189,120,32,0,0,342,10,3
801091100,758,19,33,0,0,814,570,24,33,0,0,627,153,7,95,0,0,255,61,9,20,0,0,92,3,0,0,0,0,6,92,9,36,0,0,135,9,0,3,0,0,6,0,0,0,0,0,0,313,24,156,0,0,492,20,0,4,0,0,30,36,4,13,0,0,54,1697,75,245,0,0,2013,732,30,25,0,0,782,540,25,15,0,0,578,154,15,121,0,0,296,46,17,13,0,0,75,0,0,0,0,0,0,57,7,25,0,0,91,0,0,3,0,0,6,4,0,0,0,0,4,263,43,158,0,0,467,18,0,4,0,0,24,81,4,9,0,0,104,1642,98,214,0,0,1957,771,30,25,0,0,822,614,22,35,0,0,674,161,16,131,0,0,310,54,16,16,0,0,81,3,0,0,0,0,8,66,11,23,0,0,96,7,0,0,0,0,10,0,0,0,0,0,3,289,47,167,0,4,503,19,0
801091101,457,14,37,0,0,515,377,22,23,0,0,421,64,22,29,0,0,118,19,19,3,0,0,39,0,0,0,0,0,0,31,22,8,0,0,61,4,0,0,0,0,7,0,0,0,0,0,0,116,60,46,0,0,220,7,0,15,0,0,28,23,8,8,0,0,39,992,105,139,0,0,1228,415,34,12,0,0,465,374,33,0,0,0,409,59,54,5,0,0,114,15,16,0,0,0,32,0,0,0,0,0,0,31,21,4,0,0,60,0,5,0,0,0,4,0,0,0,0,0,0,105,95,3,0,0,210,4,7,25,0,0,37,25,9,3,0,0,36,933,174,52,0,0,1157,424,40,39,0,0,504,455,41,3,0,0,507,68,48,0,0,0,113,15,25,0,0,0,33,0,0,0,0,0,0,27,21,0,0,0,53,4,7,0,0,0,12,0,0,0,0,0,0,108,104,5,0,0,222,8,11
801091102,373,25,42,0,0,447,253,20,44,0,0,321,73,23,119,0,0,212,20,12,4,0,0,40,0,4,0,0,0,8,41,10,40,0,0,93,6,5,13,0,0,20,0,0,0,0,0,0,133,59,182,0,0,377,11,5,7,0,0,25,13,9,4,0,0,24,788,120,290,0,3,1192,314,53,47,0,0,413,257,44,39,0,0,342,74,83,66,0,0,224,18,24,6,0,0,49,0,0,3,0,0,5,13,21,24,0,0,60,0,13,4,0,0,18,0,0,0,0,0,0,110,138,113,0,0,358,9,9,11,0,0,26,35,12,20,0,0,67,729,256,226,0,4,1213,330,61,58,0,0,455,290,70,43,0,0,401,70,94,67,0,0,234,21,23,11,0,0,53,0,0,0,0,0,5,31,26,13,0,0,66,5,13,3,0,0,19,6,0,0,0,0,6,133,148,95,0,5,382,9,5
801091103,373,33,19,0,0,422,296,42,17,0,0,351,67,18,44,0,0,128,46,0,28,0,0,73,0,5,0,0,0,5,21,17,21,0,0,63,3,0,0,0,0,6,0,0,0,0,0,0,138,38,97,0,0,272,10,13,0,0,0,22,42,7,5,0,0,53,859,132,139,0,0,1133,351,30,18,0,0,399,291,35,16,0,0,341,50,27,46,0,0,125,29,0,33,0,0,61,0,3,0,0,0,6,28,13,19,0,0,53,0,0,0,0,0,4,0,0,0,0,0,0,105,47,98,0,0,249,10,10,0,0,0,25,55,20,24,0,0,93,809,139,157,0,4,1104,365,32,16,0,0,414,339,55,15,0,0,407,64,29,59,0,0,151,31,0,29,0,0,61,0,0,0,0,0,7,26,13,23,0,0,55,3,0,0,0,0,5,0,0,0,0,0,0,122,42,105,0,0,275,9,23
801091104,410,36,10,0,0,450,210,11,11,0,0,235,59,11,10,0,0,85,28,0,0,0,0,28,0,0,0,0,0,0,43,5,7,0,0,50,7,0,4,0,0,5,0,0,0,0,0,0,136,19,19,0,0,177,6,0,3,0,0,8,26,5,4,0,0,30,790,70,38,0,0,898,378,65,0,0,0,440,211,33,0,0,0,242,58,35,0,0,0,99,24,0,0,0,0,24,0,3,0,0,0,3,20,13,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,110,50,0,0,0,159,9,0,0,0,0,9,24,4,0,0,0,30,733,150,0,0,0,885,410,62,0,0,0,468,233,42,0,0,0,274,59,23,0,0,0,84,24,0,0,0,0,24,0,6,0,0,0,6,22,11,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,115,43,0,0,0,158,5,3
801091105,281,26,30,0,0,336,206,14,43,0,0,265,77,20,148,0,0,248,52,8,77,0,0,133,0,0,0,0,0,4,44,10,52,0,0,110,0,0,6,0,0,3,3,0,0,0,0,5,175,42,285,0,0,509,9,6,6,0,0,21,18,5,34,0,0,65,690,96,409,0,0,1189,262,42,64,0,0,371,192,31,39,0,0,264,77,71,162,0,0,319,46,15,60,0,0,124,0,0,3,0,0,9,28,18,44,0,0,88,7,4,18,0,0,33,0,0,0,0,0,0,167,109,286,0,0,565,6,9,31,0,0,38,46,25,76,0,0,143,675,212,497,0,3,1385,246,49,51,0,0,348,244,51,47,0,0,338,92,89,134,0,0,316,36,17,26,0,0,73,3,0,5,0,0,7,52,40,49,0,0,140,10,8,17,0,0,35,0,0,0,0,0,3,189,154,229,0,0,576,10,14
801091106,321,61,29,0,0,407,220,82,53,0,0,350,55,64,111,0,0,231,41,0,46,0,0,87,3,0,0,0,0,5,42,25,63,0,0,131,7,8,5,0,0,16,0,0,0,0,0,0,146,94,228,0,0,469,9,0,3,0,0,17,20,12,28,0,0,62,716,265,337,0,0,1312,335,45,34,0,0,405,225,101,31,0,0,359,60,79,149,0,3,290,44,39,0,0,0,84,0,0,0,0,0,0,36,28,38,0,0,100,0,0,6,0,0,7,0,0,0,0,0,0,150,147,191,0,3,495,11,10,4,0,0,15,27,10,27,0,0,64,751,305,283,3,4,1345,344,67,43,0,0,451,237,131,49,0,0,417,67,68,137,0,0,271,39,50,3,0,0,94,0,0,0,0,0,3,44,35,30,0,0,105,3,3,13,0,0,16,3,0,0,0,0,3,157,158,184,0,0,500,7,0
801091107,151,0,0,0,0,150,101,0,0,0,0,101,10,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,5,0,0,0,0,5,7,0,0,0,0,7,271,4,0,0,0,276,167,4,0,0,0,167,98,0,0,0,0,103,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,26,0,0,0,0,0,0,14,4,0,0,0,23,307,19,0,0,0,323,182,0,0,0,0,182,94,0,0,0,0,96,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,4,36,4,0
801091108,311,89,15,0,0,412,235,64,14,0,0,307,50,52,14,0,0,117,21,16,10,0,0,50,0,25,0,0,0,27,35,29,4,0,0,71,3,0,0,0,0,7,0,3,0,0,0,6,110,132,35,0,0,274,5,3,0,0,0,9,29,13,8,0,0,41,684,298,70,0,0,1050,271,99,5,0,0,375,256,68,3,0,0,327,44,64,16,0,0,126,23,27,7,0,0,48,0,29,0,0,0,27,11,29,7,0,0,54,5,3,0,0,0,9,0,0,0,0,0,0,85,149,26,0,0,262,9,7,0,0,0,13,25,29,3,0,0,61,639,344,41,0,3,1037,276,109,6,0,0,394,279,87,7,0,0,380,53,68,21,0,0,137,18,23,3,0,0,47,0,25,0,0,0,26,29,25,0,0,0,56,0,3,0,0,0,3,0,0,0,0,0,0,99,139,29,0,0,267,4,6
801091109,14,106,71,0,0,192,0,151,101,0,0,252,3,146,237,0,0,391,0,10,65,0,0,78,0,0,0,0,0,3,4,67,93,0,0,159,0,3,12,0,0,16,0,0,0,0,0,6,4,229,412,0,0,650,0,4,7,0,0,15,0,14,39,0,0,50,21,502,630,3,0,1159,0,142,71,0,0,210,0,174,147,0,0,325,5,253,309,0,0,561,0,45,18,0,0,64,0,0,0,0,0,4,0,80,101,0,0,183,0,8,11,0,0,15,0,0,0,0,0,0,4,385,436,0,0,827,0,9,3,0,0,11,0,88,69,3,0,165,9,803,731,3,0,1542,0,176,194,0,3,375,0,255,658,0,3,919,0,263,684,0,0,944,4,57,25,0,0,78,0,0,4,0,0,5,0,90,164,0,0,262,0,12,26,0,0,35,0,4,0,0,0,4,4,425,897,0,0,1329,0,4
801091110,296,9,6,0,0,315,266,12,3,0,0,284,59,12,21,0,0,92,42,22,0,0,0,60,0,0,0,0,0,0,41,7,8,0,0,53,0,0,0,0,0,4,0,0,0,0,0,3,142,47,28,0,0,207,6,0,0,0,0,7,26,0,4,0,0,28,731,69,45,0,0,846,269,13,0,0,0,288,270,13,0,0,0,281,50,29,4,0,0,91,35,15,0,0,0,50,0,0,0,0,0,4,32,12,3,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,116,66,7,0,0,193,15,0,4,0,0,15,23,13,0,0,0,30,696,98,18,0,0,816,277,25,0,0,0,299,299,21,5,0,0,326,78,34,13,0,0,117,36,22,0,0,0,52,0,0,0,0,0,3,24,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,137,64,13,0,0,213,7,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,5,0,0,64,269,170,30,0,0,467,7,28,10,0,0,44,5,0,0,0,0,3,0,0,0,0,0,0,5,10,4,0,0,18,5,7,0,0,0,10,0,0,0,0,0,0,15,44,9,0,0,73,4,0,0,0,0,5,16,26,7,0,0,50,341,266,51,0,4,666,74,36,24,0,0,132,482,366,242,0,4,1093,43,96,130,0,0,265,7,51,49,0,0,105,0,5,0,0,0,5,20,30,22,0,3,86,11,12,3,0,0,26,0,0,0,0,0,0,82,192,203,0,3,482,5,8
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,19,0,0,64,391,185,190,0,0,769,22,23,27,0,0,71,15,30,0,0,0,36,0,0,0,0,0,5,6,0,11,0,0,19,3,0,0,0,0,11,0,0,0,0,0,0,47,50,42,0,0,142,8,5
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,42,15,21,0,0,77,282,126,362,0,0,773,20,23,132,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,13,7,34,0,0,46,4,4,0,0,0,6,0,0,0,0,0,3,39,30,164,0,0,232,7,0,3,0,0,13,20,16,72,0,0,109,392,186,617,0,0,1202,77,9,41,0,0,134,430,71,361,0,4,861,40,41,253,0,0,335,3,20,0,0,0,23,0,0,0,0,0,4,12,6,70,0,0,87,11,5,8,0,0,27,0,0,0,0,0,0,67,69,337,0,0,469,6,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,23,0,0,0,0,27,47,0,0,0,0,47,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,22,0,0,0,0,16,21,0,0,0,0,22,0,0,0,0,0,0,60,0,0,0,0,68,7,0,0,0,0,10,5,0,0,0,0,5,150,3,0,4,0,158,29,0,0,3,0,30,91,0,0,0,0,92,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,27,8,0,0,0,0,8,14,0,3,0,0,18,161,0,3,9,0,172,33,0,0,0,0,33,92,0,0,0,0,92,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,11,0,0,0,6,19,0,0,0,0,0,0,32,0,0,0,6,39,10,0
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
