801081092,883,13,18,27,908,440,48,1392,12,50,9,3,64,5,9,12,82,88,9,176,71,57,8,6,135,5,4,3,144,28,3,178,92,18,6,4,121,3,0,4,123,8,0,136,125,32,20,0,181,0,0,3,182,18,0,209,157,57,13,5,234,0,3,0,235,27,10,270,169,79,6,3,256,9,0,9,270,26,11,308,144,44,7,0,192,0,5,7,198,15,0,220,136,36,8,0,182,0,0,4,185,21,3,207,92,32,5,0,125,0,0,0,129,37,0,173,62,29,7,0,91,5,0,5,97,91,0,189,22,27,9,0,52,0,0,0,52,99,4,163,0,7,0,0,8,0,0,0,8,90,7,109,0,4,0,0,8,0,0,0,8,136,9,148,1076,482,100,14,1669,28,22,46,1718,698,71,2487,16,69,4,0,92,0,13,11,106,95,10,209,49,48,7,4,95,4,8,9,110,16,6,138
801081093,775,13,12,28,799,462,54,1313,21,53,0,0,73,7,8,9,83,81,9,173,78,41,0,3,124,7,0,7,128,18,0,143,113,20,3,3,141,0,0,3,144,24,3,168,127,37,16,10,194,6,4,5,203,15,0,222,148,51,6,3,210,6,6,6,217,21,6,243,127,25,3,0,165,7,3,11,171,26,0,197,119,43,4,0,167,0,3,7,171,21,4,191,120,29,7,7,156,4,0,3,162,23,0,189,76,42,7,0,126,0,0,0,126,33,0,159,58,34,9,0,103,0,0,0,101,83,5,185,11,23,9,4,47,0,0,3,49,118,5,171,4,10,3,0,16,0,0,0,16,112,8,129,0,0,0,0,0,0,0,0,0,240,28,262,1004,406,82,30,1522,32,29,65,1587,807,63,2451,14,60,3,0,75,0,13,13,86,44,6,137,44,41,0,3,95,4,6,13,106,21,3,128
801081094,739,5,18,23,766,400,41,1205,15,47,0,3,72,6,8,10,79,62,4,150,57,33,0,0,91,0,4,4,98,19,4,123,107,24,13,3,147,5,5,10,153,22,10,183,119,52,15,5,190,0,0,3,195,19,3,211,142,38,12,3,198,5,3,7,197,15,4,219,123,38,11,9,177,0,0,3,186,16,7,209,112,29,7,0,148,0,0,4,152,16,7,172,110,26,13,0,148,0,0,5,150,18,3,169,73,26,12,0,110,0,0,0,110,24,4,132,73,40,3,0,123,0,0,0,120,78,5,206,22,25,3,3,47,0,0,0,52,104,11,167,0,15,3,0,20,0,0,0,20,93,9,110,0,0,0,0,0,0,0,0,0,153,7,157,949,397,87,33,1458,19,25,46,1504,647,62,2209,17,40,0,0,58,0,14,12,67,49,3,121,35,40,5,0,80,5,6,5,91,16,3,107
801081095,814,7,27,31,848,494,57,1402,9,59,0,4,77,0,9,12,85,58,8,157,60,40,3,4,103,10,5,9,117,17,8,143,126,30,8,3,172,7,0,7,175,20,12,205,128,48,23,0,202,3,0,4,207,23,3,234,157,60,10,5,230,0,0,3,236,34,14,274,131,42,11,0,193,3,3,3,200,28,4,230,122,40,11,0,178,10,0,11,186,12,9,206,117,49,8,3,175,0,0,4,171,22,0,199,74,28,10,0,113,0,0,0,113,44,10,167,57,41,10,0,110,0,6,3,112,116,6,234,19,29,0,0,45,0,0,0,51,128,7,190,5,3,0,0,7,0,0,0,7,100,5,113,0,5,0,0,5,0,0,0,5,141,11,154,1007,471,100,23,1606,29,27,59,1659,742,99,2504,12,44,3,0,57,0,13,16,75,69,7,155,50,42,0,5,95,4,3,12,102,17,6,125
801081096,471,7,4,15,488,465,34,981,11,38,3,0,53,3,5,9,64,53,0,117,58,32,3,4,102,0,0,5,108,20,0,128,68,25,9,0,95,0,0,0,98,7,3,106,60,12,12,6,88,0,0,5,93,19,0,107,74,35,8,0,117,4,0,3,124,29,4,157,95,31,8,0,127,0,0,3,136,16,3,157,81,29,0,0,110,0,3,3,116,10,0,123,89,20,6,0,122,0,0,0,122,25,0,147,55,34,10,4,98,0,0,0,102,37,3,138,49,34,7,9,100,0,0,0,101,88,0,186,14,10,4,0,30,0,0,0,30,68,0,95,0,3,0,0,4,0,0,0,4,61,3,74,0,0,0,0,6,0,0,0,6,137,4,140,656,304,70,21,1048,17,17,34,1089,573,28,1685,11,24,4,0,40,0,6,10,48,51,4,104,42,28,4,0,77,5,0,3,83,14,7,105
801081097,672,8,5,15,685,389,45,1117,11,45,0,3,61,3,3,13,68,57,6,134,57,40,3,6,110,0,0,3,115,20,8,138,121,17,4,6,143,0,0,0,144,17,7,170,93,37,15,5,150,4,0,9,157,21,3,178,118,47,11,4,176,3,0,3,181,18,5,212,134,50,3,0,190,0,0,5,192,20,10,232,86,30,3,5,127,0,0,0,127,15,10,145,103,26,3,0,134,0,0,0,132,10,10,156,72,30,0,0,105,0,0,0,105,45,10,156,42,26,0,0,69,0,0,0,71,72,5,144,19,27,0,0,48,0,0,0,48,84,8,138,0,6,0,0,15,0,0,0,15,108,0,121,0,4,0,0,3,0,0,0,3,169,13,189,858,385,56,19,1330,20,14,34,1361,653,94,2116,9,52,0,0,59,0,8,3,71,56,5,127,28,39,3,3,72,8,0,8,73,17,6,92
801081098,967,16,22,37,996,602,92,1692,17,55,3,3,70,4,11,16,86,63,0,151,52,49,0,3,100,3,5,4,108,10,10,130,107,31,13,0,147,0,3,5,151,18,7,175,108,37,11,5,161,0,0,3,164,22,8,188,123,59,14,3,197,7,4,8,202,25,6,240,160,55,5,4,224,0,0,4,230,16,9,254,124,41,9,3,177,0,4,5,180,14,7,194,129,36,4,3,171,0,0,0,172,21,3,196,85,38,0,0,127,5,0,4,134,35,4,170,62,37,12,0,110,0,0,0,114,107,0,224,28,28,6,0,68,0,0,0,68,140,9,216,12,15,0,0,27,0,0,0,28,132,14,172,0,3,0,0,10,0,0,0,10,310,68,384,1005,478,77,29,1589,24,29,45,1636,918,131,2688,9,59,4,0,75,0,7,10,83,87,3,175,42,45,0,3,89,5,4,8,101,27,0,129
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,757,3,9,15,768,353,37,1154,9,38,6,4,62,5,5,3,69,55,6,131,75,43,3,0,126,3,0,3,133,19,8,161,125,36,4,4,174,0,0,0,176,17,7,202,122,31,16,6,170,3,0,3,177,23,8,209,122,43,10,0,177,0,0,0,183,31,10,214,103,52,5,0,154,4,0,4,160,17,3,182,110,27,3,3,141,9,0,9,147,16,7,167,97,19,4,0,117,6,0,6,126,20,4,147,64,32,4,0,98,0,0,0,96,28,4,129,22,14,0,0,39,0,0,0,40,52,5,91,5,14,4,0,27,0,0,0,27,90,0,119,8,5,0,0,15,0,0,0,15,84,7,103,3,0,0,0,5,0,0,0,5,130,6,144,873,356,58,25,1313,25,8,36,1355,585,70,2005,11,40,4,0,46,3,7,14,60,64,0,118,51,49,0,0,106,9,0,9,109,7,11,128
801091100,1422,16,32,49,1468,817,55,2341,26,118,0,7,146,6,22,26,171,150,7,330,136,85,13,4,240,3,8,15,249,26,4,283,170,29,8,6,212,4,4,3,218,23,5,245,174,47,26,3,249,0,0,5,251,37,3,290,201,80,23,0,298,0,0,0,303,36,10,348,222,95,13,5,332,4,0,4,333,41,14,389,286,81,9,6,387,3,5,6,399,27,9,428,271,78,13,6,364,5,0,0,369,24,11,402,157,59,14,0,224,7,5,10,231,55,4,296,87,62,6,3,151,0,6,5,153,114,0,273,19,21,0,0,44,0,0,0,43,159,9,215,3,13,3,0,21,0,0,0,21,211,16,249,5,9,0,0,13,0,0,0,13,416,23,456,1752,774,123,39,2681,34,46,82,2766,1321,112,4196,9,123,9,0,149,4,16,17,167,147,6,322,93,86,9,3,191,6,6,13,203,52,4,254
801091101,894,6,16,29,920,638,65,1624,15,85,10,0,110,4,17,18,127,113,4,246,94,65,10,0,169,3,8,11,181,18,6,211,86,22,11,4,121,5,0,3,130,7,3,138,78,27,3,3,112,0,0,4,109,18,0,127,112,44,10,0,163,0,0,0,163,21,6,193,153,53,16,4,219,0,0,4,220,8,4,238,173,59,0,0,234,7,0,9,243,19,6,264,193,39,6,6,241,0,0,0,239,10,3,251,106,37,11,0,150,3,0,3,155,36,9,204,64,38,10,0,117,0,4,4,125,75,6,204,28,28,4,0,62,0,5,3,63,124,3,198,6,8,5,0,17,0,0,0,17,116,5,140,0,9,0,0,14,0,0,0,14,320,16,343,1117,506,94,16,1736,29,34,61,1798,892,76,2762,21,96,5,0,120,4,13,19,139,96,3,239,67,61,4,0,135,5,6,10,146,22,8,174
801091102,888,6,15,26,914,568,80,1570,10,64,4,0,78,0,3,3,82,92,3,174,106,63,12,0,178,4,4,6,185,23,0,209,147,21,12,3,178,7,0,8,189,29,3,214,112,23,13,5,148,4,0,4,148,27,3,178,125,34,11,0,169,0,0,0,174,33,7,213,140,43,10,4,195,0,0,0,196,26,5,224,133,36,12,3,179,6,0,4,188,21,4,211,162,31,11,0,200,6,0,4,205,20,7,233,106,32,8,0,147,0,0,0,152,41,8,202,53,23,13,0,86,0,0,0,94,63,3,156,22,17,3,0,46,0,0,4,42,105,4,154,7,15,0,0,25,0,0,0,25,115,15,149,4,3,0,0,6,0,0,0,6,249,69,323,1115,401,101,23,1640,30,17,42,1686,847,123,2652,9,64,0,0,70,0,13,17,90,76,3,168,46,45,3,0,97,0,0,4,101,24,5,135
801091103,788,12,19,27,820,536,53,1404,5,55,7,0,67,0,10,10,78,74,3,158,51,54,5,7,117,3,11,10,133,33,9,176,96,19,4,3,119,5,0,5,122,9,0,133,84,30,9,0,121,0,3,8,122,23,10,155,87,41,10,0,138,0,6,5,143,28,8,180,132,46,17,0,199,0,0,3,202,24,11,236,141,32,3,3,179,0,3,6,183,27,13,222,152,35,9,0,193,0,0,0,193,17,8,221,82,25,20,0,125,0,5,5,129,28,0,160,47,26,3,0,77,0,3,3,76,67,3,153,8,16,0,0,27,0,4,4,26,59,5,91,6,7,0,0,18,0,0,0,20,95,9,120,0,11,0,0,13,0,0,0,13,373,22,403,885,404,83,19,1390,17,37,55,1443,852,106,2398,5,74,5,0,86,0,10,17,94,73,8,179,33,61,3,0,97,3,5,3,101,24,6,133
801091104,566,9,19,30,594,443,27,1062,5,67,4,0,86,0,12,10,91,98,3,191,51,38,5,4,97,6,3,6,103,24,0,136,66,16,3,0,89,0,3,5,96,7,9,107,54,13,4,0,74,0,0,0,74,7,0,83,56,20,6,6,86,0,0,0,89,22,0,106,88,24,3,0,117,0,0,0,122,16,5,140,125,34,11,4,173,0,0,0,176,13,0,187,124,21,9,0,155,6,0,9,167,23,4,190,88,18,4,4,115,5,0,5,121,48,3,171,81,33,7,0,117,0,4,4,118,92,0,218,32,12,4,4,45,0,4,4,50,115,3,171,3,15,0,0,20,0,0,0,20,87,0,115,0,7,0,0,7,0,0,0,7,187,18,214,784,320,58,21,1186,21,25,46,1232,741,50,2024,4,50,0,0,53,0,3,8,60,72,3,138,59,46,0,3,114,3,10,11,124,20,5,144
801091105,856,7,21,32,888,437,54,1382,16,59,0,4,79,0,3,5,83,51,5,146,100,52,0,9,160,5,3,10,173,27,20,210,140,31,9,4,184,5,3,9,192,27,16,237,134,39,14,10,192,7,0,9,194,35,16,244,100,30,7,3,144,3,6,6,150,27,11,190,112,43,6,5,167,6,4,4,174,18,19,205,115,40,4,3,163,9,0,11,174,20,10,204,96,21,4,3,120,0,4,0,128,32,3,162,50,21,9,0,82,0,0,0,81,29,12,116,31,17,4,0,52,0,0,0,58,56,0,113,11,21,0,0,31,0,0,0,34,87,5,130,3,6,0,0,11,0,0,0,11,119,4,127,0,7,0,0,4,0,0,0,4,186,7,200,906,395,53,35,1392,31,21,59,1448,718,118,2290,19,46,0,0,67,5,9,19,83,85,10,176,74,63,5,0,143,5,4,14,152,31,19,200
801091106,899,17,19,29,930,493,47,1478,19,65,9,3,98,3,6,12,110,65,4,183,115,49,6,0,176,7,4,8,182,18,18,217,159,33,4,7,198,8,0,10,212,18,13,251,137,31,7,6,181,4,3,8,191,24,7,216,110,34,6,0,142,3,3,5,148,25,8,177,124,28,4,8,163,4,0,4,169,16,7,192,127,42,0,0,176,4,6,6,184,15,8,211,150,36,18,0,209,3,0,5,214,23,5,242,88,29,10,0,135,0,0,0,137,38,0,171,38,29,0,0,57,6,4,13,70,48,0,121,21,23,0,0,50,0,0,0,50,102,4,159,3,10,0,0,10,0,0,0,10,122,9,141,0,8,3,0,11,0,0,0,16,212,31,257,1101,416,64,38,1613,33,26,64,1679,733,115,2522,10,58,0,0,70,3,9,16,80,83,3,171,76,76,4,0,153,7,3,14,166,52,9,224
801091107,223,5,4,8,233,160,13,405,0,16,4,0,19,0,8,8,28,46,0,70,9,11,0,0,24,0,4,4,28,12,3,41,16,4,0,0,18,0,0,0,21,4,0,29,16,3,0,0,20,0,0,0,25,3,0,33,28,6,0,0,39,0,0,0,39,6,0,41,28,10,3,0,42,0,0,0,42,12,0,56,55,14,4,0,67,0,0,0,67,10,0,77,51,12,0,3,67,0,0,0,67,3,0,75,36,10,0,0,47,6,0,6,50,20,0,66,28,13,0,4,45,0,0,0,44,28,0,67,13,10,0,3,28,0,0,0,28,35,0,59,3,6,0,0,13,0,0,0,13,27,0,39,0,0,0,0,4,0,0,0,4,48,7,56,287,117,20,17,431,8,12,17,452,254,14,718,4,21,0,0,22,0,4,4,26,51,8,81,21,16,4,0,37,0,3,3,42,16,5,64
801091108,683,7,8,13,696,407,34,1139,16,62,4,0,81,0,3,7,87,72,0,154,85,45,3,3,140,4,5,9,138,26,3,169,86,30,8,0,127,0,0,0,134,5,4,137,82,19,7,3,112,0,0,0,110,8,8,134,110,41,11,0,158,3,0,3,162,23,7,189,109,30,6,0,153,0,3,4,153,20,7,182,126,28,8,5,166,0,0,0,170,14,0,179,109,21,9,0,141,0,0,0,140,12,6,155,80,37,6,0,124,0,0,5,128,24,0,148,36,36,4,0,82,0,0,0,77,64,8,155,15,13,4,0,29,0,4,0,36,113,7,147,3,5,0,0,7,0,0,0,7,100,10,114,0,4,0,0,7,0,0,0,7,208,5,223,861,362,78,17,1319,13,18,32,1346,690,60,2104,12,56,4,0,72,4,13,21,90,77,10,180,49,43,4,0,102,9,6,9,111,23,9,143
801091109,1819,27,28,61,1879,439,91,2405,5,19,0,0,24,0,3,4,29,20,0,50,124,47,6,4,184,4,3,5,187,22,9,216,284,48,9,8,346,5,4,7,356,39,10,405,186,39,10,0,233,8,0,9,240,26,20,284,128,26,12,3,175,6,4,5,179,19,15,215,83,25,3,5,114,5,0,9,119,14,5,141,85,15,8,0,108,0,0,8,112,12,6,130,69,9,10,0,79,0,0,0,78,18,4,105,45,5,7,0,61,4,0,5,61,12,6,86,24,14,4,0,40,3,0,3,41,44,0,85,4,5,0,0,19,0,0,0,19,36,0,57,0,6,0,0,8,0,0,0,8,26,0,36,0,0,0,0,3,0,0,0,3,81,0,80,1052,257,65,20,1387,36,21,50,1441,364,82,1884,3,9,0,0,10,0,9,13,25,27,7,57,88,46,7,0,143,6,7,13,152,31,22,207
801091110,603,8,3,14,616,303,36,955,15,48,0,0,67,3,4,10,76,69,9,145,49,35,4,6,82,3,4,10,93,25,0,123,82,20,6,0,106,0,0,0,107,12,8,131,63,21,9,0,88,0,5,8,96,17,5,113,94,33,13,0,142,0,0,0,144,19,7,171,121,43,10,0,169,5,0,5,175,16,3,195,111,39,12,0,156,0,0,5,156,13,3,168,98,22,5,0,132,3,0,3,137,5,0,144,64,11,10,0,89,5,0,5,89,30,9,123,45,21,4,0,70,0,0,4,75,44,3,125,12,18,0,0,28,0,0,0,28,91,0,122,4,7,0,0,15,0,0,0,15,88,0,104,0,6,0,0,6,0,0,0,6,120,9,129,754,317,64,14,1150,25,15,42,1193,548,61,1802,3,78,4,0,83,0,7,10,96,73,3,181,37,42,7,0,87,3,3,5,95,14,0,108
801101134,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,1433,30,32,61,1496,321,67,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,0,33,0,0,0,38,37,10,78,57,31,5,4,92,0,5,5,92,12,7,113
801101136,806,11,17,24,827,188,36,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,1227,27,22,47,1279,244,57,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,3,12,30,0,0,42,0,0,0,45,31,0,83,131,59,6,0,200,8,4,10,210,17,18,249
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
801111140,155,0,0,5,155,43,9,215,6,6,4,0,16,0,0,0,17,9,0,25,33,5,4,0,38,0,0,0,38,4,0,47,25,5,0,0,33,0,0,0,33,5,5,48,15,0,3,0,27,0,0,0,27,3,0,29,19,11,0,0,31,0,0,0,31,4,0,33,37,7,0,0,44,0,0,0,44,5,4,51,25,10,0,0,36,0,0,0,38,0,0,34,16,4,0,0,25,0,0,0,25,3,0,30,10,3,0,0,13,0,0,0,13,3,4,22,5,0,0,0,7,0,0,0,5,0,0,12,6,6,0,0,10,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,0,0,0,7,3,0,9,196,70,9,5,284,0,0,5,284,58,15,354,9,12,0,0,20,0,0,0,22,14,8,44,14,8,3,0,23,0,0,0,23,7,0,23
801111141,7,0,0,0,7,5,5,20,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,5,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,24,0,0,0,24,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,111,10,3,21,129,88,35,249,4,10,0,0,13,4,11,17,34,23,6,59,19,17,0,0,42,9,4,12,51,22,10,83,34,11,3,0,48,8,0,8,55,24,9,82,35,10,4,0,52,0,0,0,49,13,4,71,28,9,0,0,33,3,4,3,42,17,0,57,21,0,0,0,23,3,0,0,26,20,11,53,9,3,0,0,11,6,0,6,13,7,11,30,17,7,0,0,24,7,0,6,30,11,3,51,10,8,0,0,15,3,0,3,20,17,8,35,4,4,0,0,10,0,0,0,6,12,5,24,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,6,4,5,174,81,17,5,274,38,18,55,327,186,61,569,0,3,0,0,10,3,3,7,15,12,6,33,18,23,0,0,44,3,3,5,48,17,13,78
